MOLECULE_NAME,SMILES,logD
molecule_3117,COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4cc(Cl)ccn34)N5CCN(CC5)C(=O)C,4.2
molecule_3118,Cc1cc(F)ccc1OC2CCN(CC3CCN(CC3)[C@@H](Cc4ccc(F)cc4)C(=O)O)CC2,1.81
molecule_3119,FC(F)(F)c1nnc2ccc(NCn3nnc4ccccc34)nn12,2.34
molecule_3120,C[C@@H]1N[S@@](=O)(=NC1=O)c2cccc(c2)c3cccc(c3)C#N,0.4
molecule_3121,CCCSc1ncccc1C(=O)N(C)C2CCOCC2,1.63
molecule_3122,CCCN(CCC)S(=O)(=O)c1ccc(cc1)C(=O)O,0.03
molecule_3123,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NC(=O)C)C(=O)C(F)(F)F,1.78
molecule_3124,CN(C)CCCN1c2ccccc2CCc3ccc(Cl)cc13,3.36
molecule_3125,COc1ccc(N(C(C(=O)NC[C@@H](C)O)c2ccccc2F)C(=O)c3occc3Cl)c(OC)c1,2.18
molecule_3126,OC(=O)c1ccccc1C2=C3C=CC(=O)C=C3Oc4cc(O)ccc24,0
molecule_3127,Oc1nc2ccccc2c(O)c1c3ccccc3,0.73
molecule_3128,COc1ccc(OC)c(c1)C(O)CNC(=O)CN,-0.71
molecule_3129,CN1CCN(CC1)c2ccc3N=CN(C(=O)c3c2)c4cc(NC(=O)c5cccnc5)ccc4C,1.5
molecule_3130,COc1ccc(cc1CO)c2ccc3c(nc(nc3n2)n4ccnc4)N5CCOC[C@@H]5C,2.6
molecule_3131,C[C@H](C(=O)O)c1cccc(c1)C(=O)c2ccccc2,-0.06
molecule_3132,CN1CCN(CC1)c2ccc3N=CN(C(=O)c3c2)c4cc(NC(=O)c5cncs5)ccc4C,2.11
molecule_3133,CC(C)n1c(C)ncc1c2nc(Nc3ccc(C(=O)N(C)C)c(F)c3)ncc2F,3.14
molecule_3134,COC(=O)CCC(=O)Nc1ccc2c(c1)C(=O)C(=O)c3cc(NC(=O)CCC(=O)OC)ccc23,2.67
molecule_3135,CCS(=O)(=O)c1ccc(Oc2c(C)n(CC(=O)O)c3ccc(cc23)C(F)(F)F)cc1,0.29
molecule_3136,O=C(NC1CCCCC1)C2CCCN(C2)S(=O)(=O)c3cccs3,2.93
molecule_3137,NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NC(CS(=O)(=O)N)c4ccc(Cl)cc4,2.2
molecule_3138,CCC(N1NC(=O)C2=C(C1=O)C(=O)c3ccc(Cl)cc3N2)c4ccncc4,0.6
molecule_3139,O=C(Nc1ccc(nc1)N2CCOCC2)c3oc(Nc4cccc(OCc5cccnc5)c4)nn3,3.3
molecule_3140,CCOC(=O)c1ccc(OCCC2CN(CCO2)c3ccc(C)nn3)cc1,2.7
molecule_3141,Cc1nc(C)c(nc1C(=O)N)c2ccc3c(CC[C@@]34CC[C@H](CC(=O)O)CC4)c2,1.5
molecule_3142,COC[C@@H](O)CN1C(=O)C=NN(C1=O)c2ccc(Cl)c(c2)C(=O)NCC3(O)CCCCCC3,1.44
molecule_3143,Nc1nc2nc(SCc3ccccc3)nc(N)c2s1,3.1
molecule_3144,CCN(C1CCN(Cc2ccc(cc2)C(F)(F)F)CC1)C(=O)Cc3ccc(cc3)S(=O)(=O)C,2.9
molecule_3145,COc1cc(O)c(C(CC(=O)N2CC(C)CC(C)C2)c3ccc4OCOc4c3)c(OC)c1,4.3
molecule_3146,CCNc1nc(N)c(s1)C(=O)c2ccc(Cl)s2,3.63
molecule_3147,CS(=O)(=O)c1ccc(c(Cl)c1)c2cc(ccc2OCC(=O)O)C(F)(F)F,-0.52
molecule_3148,Oc1ccc(cc1)N2C(=O)c3ccc(O)cc3C2=O,1.8
molecule_3149,C1CCC(CC1)NC2CCCCC2,-0.38
molecule_3150,CN1CC=CCC(C1)c2ccc(Cl)c(Cl)c2,3.32
molecule_3151,Oc1ccc(Br)cc1C(=O)C(=O)c2cc(Br)ccc2O,3.85
molecule_3152,CNc1c(cnc2[nH]c(nc12)c3ccc(OCCN4CCOCC4)cc3)C(=O)N,2.14
molecule_3153,CC[C@H](CO)Nc1nc(SCc2ccccc2)nc3nc(N)sc13,3.27
molecule_3154,C[C@H](NC(=O)c1c(C)nn(c1NS(=O)(=O)c2ccc(cc2)C(F)(F)F)c3ccc(F)cc3)C(C)(C)C,2.35
molecule_3155,Nc1nc2nc(SCc3cccc(F)c3F)nc(O)c2s1,2.5
molecule_3156,CC(N)COc1c(C)cccc1C,0.62
molecule_3157,CCCCC(O)c1[nH]c2cc(C)c(cc2c1CCc3ccccc3)C(=O)O,2.59
molecule_3158,CC(C(=O)Nc1ccc(Cl)cc1)c2ncc(cc2Cl)C(F)(F)F,4.19
molecule_3159,CN(CCOc1ccc(C[C@H](Nc2ccccc2C(=O)c3ccccc3)C(=O)O)cc1)c4ccccn4,2.15
molecule_3160,CN(C)CC(O)COc1ccc(Nc2nccc(Nc3ccccc3)n2)cc1,1.58
molecule_3161,C(CN1CCCC1)Oc2ccc(Nc3ncc4cc(ccc4n3)c5ccncc5)cc2,2.66
molecule_3162,OC(=O)C1=CN(C2CC2)c3cc(N4CCNCC4)c(F)cc3C1=O,-0.96
molecule_3163,CN(C)C(=O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)c2cc3cc(Cl)ccc3[nH]2,3.6
molecule_3164,CO[C@H]1CN(CCN2C(=O)C=Cc3ccc(cc23)C#N)CC[C@@H]1NCc4cc5OCCOc5cn4,1.05
molecule_3165,CN(C)CCCC1(OCc2cc(ccc12)C#N)c3ccc(F)cc3,1.56
molecule_3166,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccc(cc2)[N+](=O)[O-])C1)C(C)(C)C,1.54
molecule_3167,CCc1nc2c(N)nc3ccccc3c2n1CC(C)C,2.55
molecule_3168,COc1ccc(cc1)c2nc3c(NCCCNC(=O)C4CC4)c(Br)cnc3[nH]2,1.71
molecule_3169,CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(cc12)S(=O)(=O)N,0.27
molecule_3170,CCCNC(=O)c1nnc2c(cccc2c1N)c3cnccc3OC,2.83
molecule_3171,CC(N)Cc1c[nH]c2ccc(OCc3cccs3)cc12,0.48
molecule_3172,C1CC2(CCN1)OC(c3ccccc3)c4ccccc24,0.75
molecule_3173,COc1cc(ccc1Nc2ncc(Br)c(n2)c3cnc4ccccn34)N5CCN(CC5)C(=O)C,3.7
molecule_3174,CCN(C1CCN(CC[C@@H](c2ccccc2)c3ccc(cc3)S(=O)(=O)C)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,1.38
molecule_3175,CN1CCN(CC1)C2=Nc3ccccc3Oc4ccc(Cl)cc24,3.24
molecule_3176,COc1cc(O)c(cc1NC(=O)CCC(=O)O)S(=O)(=O)N2C(C)CCc3ccccc23,-0.27
molecule_3177,Cn1ncc2C(=O)NC(=Nc12)c3ccccc3,1.61
molecule_3178,CN(C)CCCn1c2CCCCCCc2c3ccccc13,2.96
molecule_3179,COc1ccc(cc1)C2=COc3cc(O)ccc3C2=O,3.05
molecule_3180,NC(=O)c1cccnc1Oc2ccccc2,1.13
molecule_3181,N(c1ccccc1)c2ccnc(Nc3ccccc3)n2,4.06
molecule_3182,CCN1CCC[C@H]1CNC(=O)c2cc(Br)cc(OC)c2OC,1.2
molecule_3183,CC(O)c1ccc2OCC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1,0.25
molecule_3184,CCN(CC)C(=O)c1ccc(cc1)C2=CC3(CCNCC3)Oc4cccc(O)c24,0.54
molecule_3185,CN(C)CC(O)COc1ccc(Nc2nccc(Nc3cccc(Cl)c3)n2)cc1,2.5
molecule_3186,CC(=O)Nc1ccccc1C,1
molecule_3187,Clc1ccc(OC2CCNCC2)cc1C(=O)NCC34CC5CC(CC(C5)C3)C4,1.83
molecule_3188,COc1cccc(\C=C\2/SC(=O)NC2=O)c1N3CCC[C@@H](N)C3,1.27
molecule_3189,COc1ccccc1CN2C(C(=O)NC3CCC(C)CC3)c4ccccc4C2=O,3.74
molecule_3190,C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc5ccccn5)c3)c12)C(=O)N(C)C,2.89
molecule_3191,COCCNC(=O)c1cccc(CN2NC(=O)C3=C(C2=O)C(=O)c4ccc(Cl)cc4N3)c1,1.2
molecule_3192,Cc1ccc(cc1NC(=O)c2ccc(OCc3ccccn3)cc2)c4[nH]cnc4C,2.87
molecule_3193,CCn1c2ccccc2c3cc(NC(=O)C)ccc13,3.5
molecule_3194,CNc1c(Br)cnc2[nH]c(nc12)c3ccc(OCCN4CCCCC4)cc3,2.56
molecule_3195,Cc1c(Sc2ccc(Cl)cc2)c3c(Cl)cccc3n1CC(=O)O,2.15
molecule_3196,Oc1cccc(c1)c2nc3ccc(O)cc3s2,3.7
molecule_3197,CN(C)C(=O)C1(CCN(CC[C@H](CN(C)C(=O)c2cc(cc3ccccc23)C#N)c4ccc(Cl)c(Cl)c4)CC1)N5CCCCC5=O,2.52
molecule_3198,Cc1c(O[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4)cccc1C(=O)N,1.6
molecule_3199,[O-][N+](=O)c1oc(C=NN2CCOC2=O)cc1,-0.12
molecule_3200,Cc1ccc2c(c1)c(Sc3ccc(cc3)S(=O)(=O)C)c(C)n2CC(=O)O,-0.08
molecule_3201,Cc1ccc(cc1S(=O)(=O)n2ccc(n2)c3c(C)nc4ccc(Br)cn34)[N+](=O)[O-],3.52
molecule_3202,OC1(CCc2ccc(Oc3ccc(cc3)C(=O)NCc4ccncn4)cc2)CN5CCC1CC5,0.76
molecule_3203,CC(C)CN1C(=O)N(C)C(=O)c2c(SC(C)C)c(Cc3ccccc3C(F)(F)F)sc12,4.42
molecule_3204,O=C1CC2(CCCC2)CC(=O)N1CCCCN3CCN(CC3)c4ncccn4,2.19
molecule_3205,c1ccc2cnccc2c1,1.6
molecule_3206,C[C@](N)(Cc1ccccc1)c2ccccc2,1.7
molecule_3207,Clc1ccc2oc3C(=O)NC(=Nc3c2c1)[C@@H]4CCCN4,2.01
molecule_3208,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(C1)S(=O)(=O)Cc2ccccc2)C(C)(C)C,0.78
molecule_3209,COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)C(=O)N5CCOCC5,3.4
molecule_3210,O=C(NCCN1CCCC1)c2ccc(Nc3ncc4cc(ccc4n3)c5ccncc5)cc2,2.39
molecule_3211,CC(C)n1c(C)ncc1c2nc(Nc3ccc(C(=O)NC4CCN(C)CC4)c(F)c3)ncc2F,2.41
molecule_3212,Cc1nc(C)c(nc1C(=O)N)c2ccc([C@@H]3CC[C@@H](CC(=O)O)CC3)c(Cl)c2,1.8
molecule_3213,CC(C)n1c(C)ncc1c2nc(Nc3ccc(cc3)C(=O)N4CCCN(C)CC4)ncc2F,2.02
molecule_3214,C[C@H](CO)Nc1nc(SCc2ccccc2)nc3nc(N)sc13,3.12
molecule_3215,O=C(CCc1ccncc1)Nc2ccc(cc2)C(=O)c3ccccc3,3.4
molecule_3216,C[C@@H]1CN(CCN1c2ncc(OCc3ccncc3C#N)cn2)c4noc(n4)C(F)F,2.85
molecule_3217,CCN(C1CCN(CCC(c2ccccc2)c3ccc(NC(=O)C(C)(C)C)cc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,2.98
molecule_3218,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCCN4CCOCC4,3.4
molecule_3219,Cc1c(Cl)ccc(OC2CCN(CC2)C3CCN(CC3)C(=O)c4cccc(c4)S(=O)(=O)C)c1Cl,3.33
molecule_3220,CCCCc1nc2c(N)nc3ccccc3c2n1CC(C)C,3.82
molecule_3221,CCN(CC)CCNC(=O)c1cc(Br)c(N)cc1OC,0.54
molecule_3222,OC(=O)Cc1ccc(cc1)c2ccc(NC(=O)c3oc(Nc4ccccc4F)nn3)cc2,1.5
molecule_3223,O=S(=O)(N1CCCC1)c2ccccc2c3ccc(CNC4CCOCC4)cc3,1.4
molecule_3224,Cc1ccc(NC(=O)C=C)cc1,2.25
molecule_3225,COc1cc(F)ccc1c2cncc(CNC3CCCC3)c2,2.29
molecule_3226,CC(Cc1ccc(O)cc1)NCC(O)c2cc(O)cc(O)c2,-0.06
molecule_3227,C[C@@H](Oc1cccc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(C)c3)c12)C(=O)N(C)CCO,3.85
molecule_3228,COc1cc(ccc1N)C(=O)NC[C@@H](O)CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3,3.12
molecule_3229,CNc1c(Br)cnc2[nH]c(nc12)c3ccc(OCCN4CCN(C)CC4)cc3,2.91
molecule_3230,COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)c4occc4,1.9
molecule_3231,Cc1c(sc2ncnc(O)c12)C(=O)Nc3ccccc3,2.13
molecule_3232,COCC(=O)N1CCC(CC1)n2cc(cn2)c3cnc(N)c(c3)c4oc5ccccc5n4,3.4
molecule_3233,CCCC(=O)C1(CCN(CC1)C(=O)[C@@H](Cc2ccc(OC)cc2)NC(=O)[C@@H](N)Cc3cncn3C)c4ccccc4,2.51
molecule_3234,CCN(C1CCN(CC[C@H](N2CCN(CC2)S(=O)(=O)CC(F)(F)F)c3ccccc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,1.8
molecule_3235,CCN1C(=O)C=Cc2cc(COc3cc(F)cc(c3)C4(CCOCC4)OC)ccc12,3.89
molecule_3236,CC(=O)OCCn1c(Sc2nc3cccc(Cl)c3s2)nc4c(N)ncnc14,3.16
molecule_3237,CN1CCN(CC1)[C@@H]2C[C@@H](C2)c3nc(c4ccc5ccc(nc5c4)c6ccccc6)c7c(N)nccn37,3.2
molecule_3238,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(C(=O)N)c(F)c3)n2,2.8
molecule_3239,CCNC(=O)c1cc2c(c(cnc2[nH]1)c3cncc(c3)C4=NNC(=O)O4)n5ccc(n5)C(F)(F)F,1.65
molecule_3240,CN(C)CCCN1c2ccccc2Sc3ccccc13,2.56
molecule_3241,Cc1cc(Cl)ccc1OC2CCN(CC3CCN(CC3)[C@@H](Cc4ccc(F)cc4)C(=O)O)CC2,2.53
molecule_3242,Nc1ncc(cc1c2oc3ccccc3n2)c4cnn(c4)C5CCN(CC5)C(=O)CO,3.2
molecule_3243,CCc1cc(OCc2ccc(cc2)c3ccccc3c4nn[nH]n4)c5CCCCc5n1,1.7
molecule_3244,C[C@@H]1CN(Cc2oc(nn2)c3cc(cc4[nH]ncc34)c5cccc6[nH]ccc56)C[C@H](C)O1,4.01
molecule_3245,NC(=O)Nc1sc(cc1C(=O)N2CCOCC2)c3ccccc3,2.24
molecule_3246,O=C(NCCCN1CCCCC1)C(c2ccccc2)c3ccccc3,1.33
molecule_3247,Nc1c(Nc2ccccc2)nc(nc1N3CCOCC3)C#N,2.72
molecule_3248,COc1cc(N2CCN(C)CC2)c3NC(=CC(=O)c3c1)C(=O)Nc4ccc(cc4)N5CCOCC5,2.7
molecule_3249,O=C(NCc1occc1)c2ccc3[nH]c(COc4ccc(cc4)C56CC7CC(CC(C7)C5)C6)nc3c2,4
molecule_3250,NC(=O)Nc1cc(sc1C(=O)N)c2ccccc2,2.43
molecule_3251,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NS(=O)(=O)c3cccc(NC(=O)C)c3)C(=O)C(F)(F)F,2.43
molecule_3252,CCN(c1ccccc1)c2cc(NC)[n+](C)c(C)n2,-0.91
molecule_3253,CCC(N(CCCN)C(=O)c1ccc(C)cc1)C2=Nc3ncccc3C(=O)N2Cc4ccccc4,-0.04
molecule_3254,Nc1ncnc2OCCN(C(=O)c12)c3ccc(cc3)[C@@H]4CC[C@@H](CC(=O)O)CC4,-0.5
molecule_3255,Cc1cnc(Oc2ccc(cc2)n3ccnc3)nc1Oc4ccc5OCOc5c4,3.56
molecule_3256,Cc1csc(NC(=O)c2cc(Sc3nncn3C)ccc2N)n1,2.3
molecule_3257,C[C@@](CCc1ccc(cc1)c2ccc(Cl)cc2)(C(=O)NO)S(=O)(=O)C,2.4
molecule_3258,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc4cccnc24)CC1,-0.49
molecule_3259,O=C(NCC#N)[C@@H]1CCCC[C@H]1C(=O)N2CCN(CC2)c3ccc(cc3)C#N,1.79
molecule_3260,Nc1ccc2nc(sc2c1)c3ccc(O)cc3,3.1
molecule_3261,COCCC(Oc1ncnc2c1cnn2c3ccccc3C(F)(F)F)C(=O)Nc4ccc(C)cn4,3.5
molecule_3262,CCN(C)C(=O)c1ccc(cc1)C(=C2CCN(Cc3cscn3)CC2)c4cccc5cccnc45,2.65
molecule_3263,C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(N)nc(OC4CC5CC5C4)nc23,1.66
molecule_3264,Cc1cccc(n1)c2nn3CCCc3c2c4ccnc5ccc(cc45)C(=O)N,1.71
molecule_3265,CC1=C(Oc2c(cccc2C1=O)C(=O)OCCN3CCCCC3)c4ccccc4,3.42
molecule_3266,CCC(CC)NC(=O)c1cnn(c1NS(=O)(=O)C2CCCC2)c3ccccc3,0.69
molecule_3267,CC[C@@H](CO)Nc1nc(SCc2ccccc2)nc3nc(N)sc13,2.99
molecule_3268,Nc1nc(N)c2cc(Br)ccc2n1,1.78
molecule_3269,CCC(=C)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,0.02
molecule_3270,Oc1c2C(=O)N(NC(=O)c2nc3cc(Cl)ccc13)C(c4ccccc4)c5ccncc5,1.1
molecule_3271,CSc1ccc2Sc3ccccc3N(CCC4CCCCN4C)c2c1,3.76
molecule_3272,C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(N)nc(OC4CCOC4)nc23,-0.06
molecule_3273,COc1cc(Nc2cc(Nc3c(Cl)ccc4OCOc34)ncn2)cc(OC)c1OC,3.07
molecule_3274,CC1=CN(C2CCCN(Cc3cccc(Oc4ccc(Cl)cc4)c3)C2)C(=O)NC1=O,3.38
molecule_3275,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@@H]2O[C@H](C)[C@@H](O)[C@H]2O,0.67
molecule_3276,CC(C)n1c(C)ncc1c2nc(Nc3ccc(cc3)N4CC[C@H](C4)NC(=O)C)ncc2F,3.3
molecule_3277,CC[C@@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3,0.22
molecule_3278,COc1ccc(cc1OC)c2csc(NC(=O)c3c(C)onc3C)n2,3.16
molecule_3279,CS(=O)(=O)Cc1cc(nc(n1)c2ccccc2)N3CCOCC3,1.94
molecule_3280,CN([C@@H]1CCN(Cc2nc3cc(F)ccc3s2)C[C@@H]1F)C(=O)Cc4ccc(cc4)S(=O)(=O)C,2.2
molecule_3281,CC(C)N1CCN[C@@H](CN2CCN(CC2)C(=O)Nc3ccc(Cl)c(Cl)c3)C1,1.92
molecule_3282,Cn1cnc(c2ccccc2)c1c3nc4c(N)ncnc4s3,2.69
molecule_3283,CCCN(CCO)CCCOc1cc2ncnc(Nc3cc(CC(=O)Nc4cccc(F)c4F)[nH]n3)c2cc1OC,1.28
molecule_3284,CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)S(=O)(=O)C)C(F)(F)F)C(=O)NCC#N,3.24
molecule_3285,CN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)N,2.3
molecule_3286,C[C@@H]1CN(CCN1c2ncc(OCc3ccc(cc3)S(=O)(=O)C)cn2)C(=O)OC(C)(C)C,3.6
molecule_3287,CC1=CC2=NNC(=O)N2c3cc(ccc13)c4cn[nH]c4,2.13
molecule_3288,CNc1cccc(CCOc2ccc(C[C@H](NC(=O)c3c(Cl)cccc3Cl)C(=O)O)cc2)n1,-0.15
molecule_3289,CCC(N(CCCN)C(=O)c1ccc(C)cc1)C2=Nc3nccnc3C(=O)N2Cc4ccccc4,-0.14
molecule_3290,CC(C)C(NC(=O)CN1C(=O)C(=CN=C1c2cccnc2)NC(=O)OCc3ccccc3)C(=O)C(F)(F)F,2.15
molecule_3291,OC(=O)CCn1c2ccccc2c3ccccc13,0.6
molecule_3292,CSc1ncccc1C(=O)NCCc2ccc(Cl)cc2,3.31
molecule_3293,COc1nc(Cl)cnc1NS(=O)(=O)c2cccc3c(cccc23)N(C)C,1.74
molecule_3294,O[C@@H](CNCCc1cccc(CNCCCc2ccccc2)c1)c3ccc(O)c4NC(=O)Sc34,1.11
molecule_3295,CCCN(CCCOCCOCCc1ccccc1)CCc2ccc(O)c3nc(O)sc23,2.74
molecule_3296,C[C@H](CO)Nc1nc(SCc2cccc(Cl)c2F)nc3NC(=O)Sc13,3.53
molecule_3297,C1CC(CCN1)c2ccccc2,0.54
molecule_3298,Nc1cccc(NS(=O)(=O)c2ccc(cc2)c3ccc(cc3)C#N)n1,2.2
molecule_3299,CS(=O)(=O)c1ccc(CC(=O)N(CC=C)C2CCN(CCC(c3ccccc3)c4ccccc4)CC2)cc1,3.1
molecule_3300,COc1cc2c(Nc3c(Cl)ccc4OCOc34)ncnc2cc1OCCCN5CCCC5,1.62
molecule_3301,CN(C)CCOc1ccccc1Cc2ccccc2,2.53
molecule_3302,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,-1.33
molecule_3303,Cc1c[nH]c(n1)c2cnc(NCCNc3ccc(cn3)C#N)nc2c4ccc(Cl)cc4Cl,3.86
molecule_3304,Cc1ccc(cc1NC(=O)c2ccc(OCc3ccccn3)cc2)c4c[nH]cn4,2.81
molecule_3305,ONC(=O)[C@@H](Cc1ccc2ccccc2c1)NS(=O)(=O)c3ccc4ccccc4c3,3.23
molecule_3306,COc1cc(\C=C/2\SC(=O)NC2=O)cc(OC)c1O,0.74
molecule_3307,NC(=O)c1sc(cc1N)c2ccsc2,2.23
molecule_3308,CC(C)CNc1nc(nc(N2CCOCC2)c1N)C#N,2.79
molecule_3309,CC1=CC2=NNC(=O)N2c3cc(ccc13)c4ccc(CO)cc4,2.86
molecule_3310,Fc1ccc(cc1F)S(=O)(=O)NCC(N2CCCCCC2)c3ccccc3,2.84
molecule_3311,CCc1cc(O)c(Oc2ccc(cc2F)C(=O)N)cc1F,2.87
molecule_3312,Clc1ccc(OC2CCN(CC2)C3CCN(CC3)S(=O)(=O)NC(=O)c4ccccc4)cc1Cl,2.14
molecule_3313,OC(=O)c1cc2cc(ccc2n1Cc3ccc(Cl)c(Cl)c3)C(F)(F)F,3.07
molecule_3314,C[C@H](CO)N1C=Cc2c(NC(=O)Cc3ccc(Cl)c(c3)C(F)(F)F)cccc2C1=O,3.49
molecule_3315,COc1ccc2COC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1,0.5
molecule_3316,Nc1ncnc2ccccc12,1.26
molecule_3317,CCNC(=O)c1cc2c(c(cnc2[nH]1)c3cc(cnc3OC)C4=NNC(=O)O4)n5ccc(n5)C(F)(F)F,2.91
molecule_3318,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc3[nH]c(N)nc13,3.22
molecule_3319,CCN(CC)CCn1c2ccccc2c3cnc(N)c(C#N)c13,2.7
molecule_3320,CN1[C@@H]2CC[C@H]1C[C@H](C2)OC(=O)C(O)c3ccccc3,-1.29
molecule_3321,C[C@H](N)COc1c(C)cccc1C,0.6
molecule_3322,CC(C(=O)O)c1ccc2oc(nc2c1)c3ccc(Cl)cc3,1.3
molecule_3323,Cn1c(CN2CCC(CC2)c3ccccc3)nc4ccccc14,3.6
molecule_3324,COc1cccc(c1OC)c2ccc(\C=C\3/SC(=S)N([C@@H](Cc4ccccc4)C(=O)O)C3=O)cn2,1.5
molecule_3325,Cc1cnc([nH]1)c2cc(NC(=O)c3ccc(nc3C)C(F)(F)F)ccc2Cl,3.3
molecule_3326,Nc1cccc(C(=O)NCC23CC4CC(CC(C4)C2)C3)c1Cl,3.29
molecule_3327,Nc1c(nc(nc1N2CCOCC2)C#N)N3CCCC3,2.25
molecule_3328,COCCNCc1cncc(n1)c2ccc(F)cc2OC,1.61
molecule_3329,CCN1CCN(Cc2cnc(c3ccc(cc3)C(=O)Nc4ccccc4N)c(c2)C#N)CC1,1.14
molecule_3330,CSc1nc(N)nc(n1)c2ccccc2,2.98
molecule_3331,O=C1N=C2C(=C1C#N)c3ccc(N4CCSCC4)c5cccc2c35,3.22
molecule_3332,CC1=C(C(=O)c2ccc(O)cc2O1)c3ccccc3,2.95
molecule_3333,COc1ccc(OC)c(c1)c2c(F)ccc3c(N)c(nnc23)C(=O)NC(C)C,3.77
molecule_3334,Oc1c2ncc3ccccc3c2nn1c4ccc(Cl)cc4,1.52
molecule_3335,CC(NC(=O)C)c1ccc(Nc2ncc3cc(ccc3n2)c4ccncc4)cc1,3.1
molecule_3336,CCN(C1CCN(CC[C@@H](c2ccc(F)cc2)c3ccc(cc3)S(=O)(=O)C)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,1.88
molecule_3337,O=C(Nc1ccc(nc1)N2CCOCC2)c3oc(Nc4ccccc4)nn3,2.9
molecule_3338,CC1(C)CNC(=O)c2sc(nc2C1)N3CCOCC3,1.29
molecule_3339,C[C@]12CC[C@H]3[C@@H](CC(=C)C4=CC(=O)C=C[C@]34C)[C@@H]1CCC2=O,2.98
molecule_3340,Clc1ccc2OCOc2c1Nc3ccnc(Nc4cc(cc(c4)N5CCOCC5)N6CCOCC6)n3,3.25
molecule_3341,CC(C)Cn1cnc(c2ccccc2)c1c3nc4c(N)ncnc4s3,3.72
molecule_3342,NC(=O)Nc1sc(cc1C(=O)N[C@H]2CCCNC2)c3ccccc3,1.27
molecule_3343,CCN(CC)C(=O)c1ccc(cc1)C(=C2CCNCC2)c3ccccc3OC,1
molecule_3344,COc1c(C)cnc(Cn2cnc3c(Cl)nc(N)nc23)c1C,1.67
molecule_3345,CC(C)(C(=O)N)C(=O)NCCCNc1nc(Nc2cccc(NC(=O)N3CCCC3)c2)ncc1Br,2.32
molecule_3346,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N(C)[C@H]2CCCN(CCc3ccccc3)C2,2.34
molecule_3347,CC1=CC2=NNC(=O)N2c3cc(ccc13)c4ccncc4,2.29
molecule_3348,COc1cc2CC[C@H](NC(=O)C)c3cc(O)ccc3c2c(OC)c1OC,1.81
molecule_3349,Nc1ncc(NC(=O)c2cc(NC(=O)c3cccc(c3)C(F)(F)F)ccc2Cl)cc1Cl,3.26
molecule_3350,CCCCNc1ccc(cc1)C(=O)OCCN(C)C,2.11
molecule_3351,CC(Oc1c(Cl)cccc1Cl)C2=NCCN2,0.48
molecule_3352,C[C@H](NC(=O)c1c(C)nn(c1NS(=O)(=O)c2cccnc2)c3ccc(F)cc3)C(C)(C)C,0.4
molecule_3353,Cc1c(Oc2ccc(Cl)cc2)c3c(NS(=O)(=O)C)cccc3n1CC(=O)O,-0.98
molecule_3354,c1ccc(nc1)c2n[nH]c(n2)c3ccncc3,1.48
molecule_3355,CCC(N(CCCN)C(=O)c1ccc(C)cc1)C2=Nc3ccsc3C(=O)N2Cc4ccccc4,1.81
molecule_3356,C[C@H](COc1cn2ncnc(Oc3ccc4[nH]c(C)cc4c3F)c2c1C)OC(=O)[C@H](C)N,3.19
molecule_3357,Fc1ccc(CN2CCN(CC2)c3ccc4nnc(n4n3)C(F)(F)F)cc1,3.46
